======== ABC command line "source /tmp/dyn_ex206_287.scr"
Warning: Detected 2 multi-output cells (for example, "FA_X1").
mapper_extract: wrote 118261 lines to "/mnt/d/My_abc_work/abc/my_work/dynamic_scheduler_work/result/run_dynamic_per_aig_full_cfg_winvpair_base/ex206/ex206_cfg_winvpair_base.csv".
Loaded 118261 physical records from /mnt/d/My_abc_work/abc/my_work/dynamic_scheduler_work/result/run_dynamic_per_aig_full_cfg_winvpair_base/ex206/ex206_cfg_winvpair_base.csv
Potential rebuilt: alpha(low/mid/high)=0.200/0.500/0.800 avg_struct=0.7519 avg_slack=0.3128 avg_opt_mid=0.5322
Physical records : 118261
Gate summary     : NAND=89967 AND=24569 INV=3725 OTHER=0
phyopt: rejected (map area 63302.68->63306.14, delay 24.00->24.00).
phyopt: part=high seed=n85668(id=85668 center=85668 R=5 crit=0.917 pot=0.2667)
phyopt: accepted (map area 63302.68->63302.68, delay 24.00->24.00).
phyopt: part=high seed=n86062(id=86062 center=86062 R=5 crit=0.917 pot=0.2667)
phyopt: accepted (map area 63302.68->63302.41, delay 24.00->24.00).
phyopt: part=high seed=n96538(id=96538 center=96538 R=5 crit=0.917 pot=0.2667)
phyopt: accepted (map area 63302.41->63302.41, delay 24.00->24.00).
phyopt: part=high seed=n101932(id=101932 center=101932 R=5 crit=0.917 pot=0.2667)
phyopt: accepted (map area 63302.41->63302.41, delay 24.00->24.00).
phyopt: part=high seed=n102190(id=102190 center=102190 R=5 crit=0.917 pot=0.2667)
phyopt: rejected (map area 63302.41->63310.93, delay 24.00->24.00).
phyopt: part=high seed=n102206(id=102206 center=102206 R=5 crit=0.917 pot=0.2667)
phyopt: rejected (map area 63302.41->63310.13, delay 24.00->24.00).
phyopt: part=high seed=n103810(id=103810 center=103810 R=5 crit=0.917 pot=0.2667)
phyopt: rejected (map area 63302.41->63433.55, delay 24.00->24.00).
phyopt: part=high seed=n104639(id=104639 center=104639 R=5 crit=0.917 pot=0.2667)
phyopt: accepted (map area 63302.41->63301.08, delay 24.00->24.00).
phyopt: part=high seed=n110883(id=110883 center=110883 R=5 crit=0.917 pot=0.2667)
phyopt: accepted (map area 63301.08->63298.16, delay 24.00->24.00).
phyopt: part=high seed=n111096(id=111096 center=111096 R=5 crit=0.917 pot=0.2667)
phyopt: rejected (map area 63298.16->63966.08, delay 24.00->24.00).
phyopt: part=high seed=n111256(id=111256 center=111256 R=5 crit=0.917 pot=0.2667)
phyopt: accepted (map area 63298.16->63296.83, delay 24.00->24.00).
phyopt: part=high seed=n11623(id=11623 center=11623 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63296.83->63297.36, delay 24.00->24.00).
phyopt: part=high seed=n12101(id=12101 center=12101 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63296.83->63297.63, delay 24.00->24.00).
phyopt: part=high seed=n29720(id=29720 center=29720 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63296.83->63296.03, delay 24.00->24.00).
phyopt: part=high seed=n29758(id=29758 center=29758 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63296.03->63296.03, delay 24.00->24.00).
phyopt: part=high seed=n35594(id=35594 center=35594 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63296.03->63294.97, delay 24.00->24.00).
phyopt: part=high seed=n36122(id=36122 center=36122 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63294.97->63294.97, delay 24.00->24.00).
phyopt: part=high seed=n36209(id=36209 center=36209 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63294.97->63294.97, delay 24.00->24.00).
phyopt: part=high seed=n37043(id=37043 center=37043 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63294.97->63294.97, delay 24.00->24.00).
phyopt: part=high seed=n47954(id=47954 center=47954 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63294.97->63323.96, delay 24.00->24.00).
phyopt: part=high seed=n48046(id=48046 center=48046 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63294.97->63294.97, delay 24.00->24.00).
phyopt: part=high seed=n55933(id=55933 center=55933 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63294.97->63291.51, delay 24.00->24.00).
phyopt: part=high seed=n67441(id=67441 center=67441 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63291.51->63289.65, delay 24.00->24.00).
phyopt: part=high seed=n68304(id=68304 center=68304 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63289.65->63289.38, delay 24.00->24.00).
phyopt: part=high seed=n68596(id=68596 center=68596 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63289.38->63289.38, delay 24.00->24.00).
phyopt: part=high seed=n68920(id=68920 center=68920 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63289.38->63283.53, delay 24.00->24.00).
phyopt: part=high seed=n74238(id=74238 center=74238 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63283.53->63341.78, delay 24.00->24.00).
phyopt: part=high seed=n78321(id=78321 center=78321 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63283.53->63283.53, delay 24.00->24.00).
phyopt: part=high seed=n84734(id=84734 center=84734 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63283.53->63283.00, delay 24.00->24.00).
phyopt: part=high seed=n84883(id=84883 center=84883 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63283.00->63300.82, delay 24.00->24.00).
phyopt: part=high seed=n84984(id=84984 center=84984 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63283.00->63280.34, delay 24.00->24.00).
phyopt: part=high seed=n85085(id=85085 center=85085 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63280.34->63596.34, delay 24.00->24.00).
phyopt: part=high seed=n85569(id=85569 center=85569 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63280.34->63280.07, delay 24.00->24.00).
phyopt: part=high seed=n86053(id=86053 center=86053 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63280.07->63308.53, delay 24.00->24.00).
phyopt: part=high seed=n94751(id=94751 center=94751 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63280.07->63289.91, delay 24.00->24.00).
phyopt: part=high seed=n98952(id=98952 center=98952 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63280.07->63280.07, delay 24.00->24.00).
phyopt: part=high seed=n99233(id=99233 center=99233 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63280.07->63279.80, delay 24.00->24.00).
phyopt: part=high seed=n99247(id=99247 center=99247 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63279.80->63495.80, delay 24.00->24.00).
phyopt: part=high seed=n101921(id=101921 center=101921 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63279.80->63279.80, delay 24.00->24.00).
phyopt: part=high seed=n102097(id=102097 center=102097 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63279.80->63277.14, delay 24.00->24.00).
phyopt: part=high seed=n102203(id=102203 center=102203 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63277.14->63279.80, delay 24.00->24.00).
phyopt: part=high seed=n103043(id=103043 center=103043 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63277.14->63276.61, delay 24.00->24.00).
phyopt: part=high seed=n103083(id=103083 center=103083 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63276.61->63276.61, delay 24.00->24.00).
phyopt: part=high seed=n103321(id=103321 center=103321 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63276.61->63331.41, delay 24.00->24.00).
phyopt: part=high seed=n103535(id=103535 center=103535 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63276.61->63276.61, delay 24.00->24.00).
phyopt: part=high seed=n104544(id=104544 center=104544 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63276.61->63266.77, delay 24.00->24.00).
phyopt: part=high seed=n110544(id=110544 center=110544 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63266.77->63265.71, delay 24.00->24.00).
phyopt: part=high seed=n110711(id=110711 center=110711 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63265.71->63281.67, delay 24.00->24.00).
phyopt: part=high seed=n111063(id=111063 center=111063 R=5 crit=0.938 pot=0.2500)
phyopt: accepted (map area 63265.71->63265.44, delay 24.00->24.00).
phyopt: part=high seed=n112351(id=112351 center=112351 R=5 crit=0.938 pot=0.2500)
phyopt: rejected (map area 63265.44->63297.36, delay 24.00->24.00).
phyopt: part=high seed=n25622(id=25622 center=25622 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63265.44->63429.56, delay 24.00->24.00).
phyopt: part=high seed=n29462(id=29462 center=29462 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63265.44->63272.89, delay 24.00->24.00).
phyopt: part=high seed=n29470(id=29470 center=29470 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63265.44->63264.38, delay 24.00->24.00).
phyopt: part=high seed=n29680(id=29680 center=29680 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63264.38->63264.38, delay 24.00->24.00).
phyopt: part=high seed=n35422(id=35422 center=35422 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63264.38->63560.70, delay 24.00->24.00).
phyopt: part=high seed=n36049(id=36049 center=36049 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63264.38->63265.17, delay 24.00->24.00).
phyopt: part=high seed=n36198(id=36198 center=36198 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63264.38->63263.31, delay 24.00->24.00).
phyopt: part=high seed=n47771(id=47771 center=47771 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63263.31->63262.25, delay 24.00->24.00).
phyopt: part=high seed=n51923(id=51923 center=51923 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63262.25->63261.45, delay 24.00->24.00).
phyopt: part=high seed=n58208(id=58208 center=58208 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63261.45->63328.48, delay 24.00->24.00).
phyopt: part=high seed=n67266(id=67266 center=67266 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63261.45->63261.45, delay 24.00->24.00).
phyopt: part=high seed=n68450(id=68450 center=68450 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63261.45->63261.72, delay 24.00->24.00).
phyopt: part=high seed=n68792(id=68792 center=68792 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63261.45->63337.26, delay 24.00->24.00).
phyopt: part=high seed=n73916(id=73916 center=73916 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63261.45->63328.22, delay 24.00->24.00).
phyopt: part=high seed=n77634(id=77634 center=77634 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63261.45->63261.98, delay 24.00->24.00).
phyopt: part=high seed=n77749(id=77749 center=77749 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63261.45->63260.92, delay 24.00->24.00).
phyopt: part=high seed=n77952(id=77952 center=77952 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63260.92->63322.36, delay 24.00->24.00).
phyopt: part=high seed=n78150(id=78150 center=78150 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63260.92->63256.93, delay 24.00->24.00).
phyopt: part=high seed=n78675(id=78675 center=78675 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63256.93->63311.46, delay 24.00->24.00).
phyopt: part=high seed=n85894(id=85894 center=85894 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63256.93->63256.13, delay 24.00->24.00).
phyopt: part=high seed=n86214(id=86214 center=86214 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63256.13->63256.13, delay 24.00->24.00).
phyopt: part=high seed=n86329(id=86329 center=86329 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63256.13->63256.13, delay 24.00->24.00).
phyopt: part=high seed=n94050(id=94050 center=94050 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63256.13->63483.56, delay 24.00->24.00).
phyopt: part=high seed=n94305(id=94305 center=94305 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63256.13->63249.21, delay 24.00->24.00).
phyopt: part=high seed=n98975(id=98975 center=98975 R=5 crit=0.958 pot=0.2333)
phyopt: rejected (map area 63249.21->63655.66, delay 24.00->24.00).
phyopt: part=high seed=n103237(id=103237 center=103237 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63249.21->63249.21, delay 24.00->24.00).
phyopt: part=high seed=n109913(id=109913 center=109913 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63249.21->63247.09, delay 24.00->24.00).
phyopt: part=high seed=n110878(id=110878 center=110878 R=5 crit=0.958 pot=0.2333)
phyopt: accepted (map area 63247.09->63239.37, delay 24.00->24.00).
phyopt: part=high seed=n2077(id=2077 center=2077 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63239.37->63325.29, delay 24.00->24.00).
phyopt: part=high seed=n3608(id=3608 center=3608 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63239.37->63238.04, delay 24.00->24.00).
phyopt: part=high seed=n4570(id=4570 center=4570 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63238.04->63260.39, delay 24.00->24.00).
phyopt: part=high seed=n4571(id=4571 center=4571 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63238.04->63235.12, delay 24.00->24.00).
phyopt: part=high seed=n5619(id=5619 center=5619 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63235.12->63239.64, delay 24.00->24.00).
phyopt: part=high seed=n6557(id=6557 center=6557 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63235.12->63234.85, delay 24.00->24.00).
phyopt: part=high seed=n6626(id=6626 center=6626 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63234.85->63234.58, delay 24.00->24.00).
phyopt: part=high seed=n7698(id=7698 center=7698 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63234.58->63253.20, delay 24.00->24.00).
phyopt: part=high seed=n10331(id=10331 center=10331 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63234.58->63245.49, delay 24.00->24.00).
phyopt: part=high seed=n11129(id=11129 center=11129 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63234.58->63392.59, delay 24.00->24.00).
phyopt: part=high seed=n11265(id=11265 center=11265 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63234.58->63234.58, delay 24.00->24.00).
phyopt: part=high seed=n11267(id=11267 center=11267 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63234.58->63234.58, delay 24.00->24.00).
phyopt: part=high seed=n11269(id=11269 center=11269 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63234.58->63234.58, delay 24.00->24.00).
phyopt: part=high seed=n11271(id=11271 center=11271 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63234.58->63225.01, delay 24.00->24.00).
phyopt: part=high seed=n11285(id=11285 center=11285 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63225.01->63225.01, delay 24.00->24.00).
phyopt: part=high seed=n11287(id=11287 center=11287 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63225.01->63225.01, delay 24.00->24.00).
phyopt: part=high seed=n11328(id=11328 center=11328 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63225.01->63223.68, delay 24.00->24.00).
phyopt: part=high seed=n11355(id=11355 center=11355 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63223.68->63223.68, delay 24.00->24.00).
phyopt: part=high seed=n11417(id=11417 center=11417 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63223.68->63223.68, delay 24.00->24.00).
phyopt: part=high seed=n11419(id=11419 center=11419 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63223.68->63223.68, delay 24.00->24.00).
phyopt: part=high seed=n11421(id=11421 center=11421 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63223.68->63222.61, delay 24.00->24.00).
phyopt: part=high seed=n11425(id=11425 center=11425 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63222.61->63232.19, delay 24.00->24.00).
phyopt: part=high seed=n11427(id=11427 center=11427 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63222.61->63311.46, delay 24.00->24.00).
phyopt: part=high seed=n11428(id=11428 center=11428 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63222.61->63242.83, delay 24.00->24.00).
phyopt: part=high seed=n11429(id=11429 center=11429 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63222.61->63222.61, delay 24.00->24.00).
phyopt: part=high seed=n11431(id=11431 center=11431 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63222.61->63222.61, delay 24.00->24.00).
phyopt: part=high seed=n11434(id=11434 center=11434 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63222.61->63231.66, delay 24.00->24.00).
phyopt: part=high seed=n11435(id=11435 center=11435 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63222.61->63614.17, delay 24.00->24.00).
phyopt: part=high seed=n11436(id=11436 center=11436 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63222.61->63252.14, delay 24.00->24.00).
phyopt: part=high seed=n11438(id=11438 center=11438 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63222.61->63482.23, delay 24.00->24.00).
phyopt: part=high seed=n11446(id=11446 center=11446 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63222.61->63221.55, delay 24.00->24.00).
phyopt: part=high seed=n11448(id=11448 center=11448 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63221.55->63220.22, delay 24.00->24.00).
phyopt: part=high seed=n11457(id=11457 center=11457 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63220.22->63613.90, delay 24.00->24.00).
phyopt: part=high seed=n11463(id=11463 center=11463 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63220.22->63220.22, delay 24.00->24.00).
phyopt: part=high seed=n11466(id=11466 center=11466 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63220.22->63219.16, delay 24.00->24.00).
phyopt: part=high seed=n11467(id=11467 center=11467 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63219.16->63244.16, delay 24.00->24.00).
phyopt: part=high seed=n11471(id=11471 center=11471 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63219.16->63219.16, delay 24.00->24.00).
phyopt: part=high seed=n11474(id=11474 center=11474 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63219.16->63216.50, delay 24.00->24.00).
phyopt: part=high seed=n11506(id=11506 center=11506 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63216.50->63216.23, delay 24.00->24.00).
phyopt: part=high seed=n11546(id=11546 center=11546 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63216.23->63323.96, delay 24.00->24.00).
phyopt: part=high seed=n11560(id=11560 center=11560 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63216.23->63217.03, delay 24.00->24.00).
phyopt: part=high seed=n11561(id=11561 center=11561 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63216.23->63216.23, delay 24.00->24.00).
phyopt: part=high seed=n11563(id=11563 center=11563 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63216.23->63224.74, delay 24.00->24.00).
phyopt: part=high seed=n11564(id=11564 center=11564 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63216.23->63214.63, delay 24.00->24.00).
phyopt: part=high seed=n11569(id=11569 center=11569 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63214.63->63212.77, delay 24.00->24.00).
phyopt: part=high seed=n11663(id=11663 center=11663 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63212.77->63213.84, delay 24.00->24.00).
phyopt: part=high seed=n11677(id=11677 center=11677 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63212.77->63238.04, delay 24.00->24.00).
phyopt: part=high seed=n11678(id=11678 center=11678 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63212.77->63212.77, delay 24.00->24.00).
phyopt: part=high seed=n11681(id=11681 center=11681 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63212.77->63212.77, delay 24.00->24.00).
phyopt: part=high seed=n11683(id=11683 center=11683 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63212.77->63234.85, delay 24.00->24.00).
phyopt: part=high seed=n11690(id=11690 center=11690 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63212.77->63212.77, delay 24.00->24.00).
phyopt: part=high seed=n11725(id=11725 center=11725 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63212.77->63265.44, delay 24.00->24.00).
phyopt: part=high seed=n11729(id=11729 center=11729 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63212.77->63619.49, delay 24.00->24.00).
phyopt: part=high seed=n11730(id=11730 center=11730 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63212.77->63226.60, delay 24.00->24.00).
phyopt: part=high seed=n11731(id=11731 center=11731 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63212.77->63207.19, delay 24.00->24.00).
phyopt: part=high seed=n11740(id=11740 center=11740 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63207.19->63208.78, delay 24.00->24.00).
phyopt: part=high seed=n11744(id=11744 center=11744 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63207.19->63217.29, delay 24.00->24.00).
phyopt: part=high seed=n11745(id=11745 center=11745 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63207.19->63207.72, delay 24.00->24.00).
phyopt: part=high seed=n11747(id=11747 center=11747 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63207.19->63205.59, delay 24.00->24.00).
phyopt: part=high seed=n11749(id=11749 center=11749 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63205.59->63261.18, delay 24.00->24.00).
phyopt: part=high seed=n11765(id=11765 center=11765 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63205.59->63205.59, delay 24.00->24.00).
phyopt: part=high seed=n11768(id=11768 center=11768 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63205.59->63746.63, delay 24.00->24.00).
phyopt: part=high seed=n11769(id=11769 center=11769 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63205.59->63221.28, delay 24.00->24.00).
phyopt: part=high seed=n11770(id=11770 center=11770 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63205.59->63207.98, delay 24.00->24.00).
phyopt: part=high seed=n11774(id=11774 center=11774 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63205.59->63197.61, delay 24.00->24.00).
phyopt: part=high seed=n11777(id=11777 center=11777 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63197.61->63196.01, delay 24.00->24.00).
phyopt: part=high seed=n11780(id=11780 center=11780 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63196.01->63270.23, delay 24.00->24.00).
phyopt: part=high seed=n11781(id=11781 center=11781 R=5 crit=0.917 pot=0.2240)
phyopt: rejected (map area 63196.01->63212.77, delay 24.00->24.00).
phyopt: part=high seed=n11782(id=11782 center=11782 R=5 crit=0.917 pot=0.2240)
phyopt: accepted (map area 63196.01->63193.89, delay 24.00->24.00).
