======== ABC command line "source /tmp/dyn_c6288_287.scr"
Warning: Detected 2 multi-output cells (for example, "FA_X1").
mapper_extract: wrote 2338 lines to "/mnt/d/My_abc_work/abc/my_work/dynamic_scheduler_work/result/run_dynamic_per_aig_full_cfg_winvpair_base/c6288/c6288_cfg_winvpair_base.csv".
Loaded 2338 physical records from /mnt/d/My_abc_work/abc/my_work/dynamic_scheduler_work/result/run_dynamic_per_aig_full_cfg_winvpair_base/c6288/c6288_cfg_winvpair_base.csv
Potential rebuilt: alpha(low/mid/high)=0.200/0.500/0.800 avg_struct=0.6206 avg_slack=0.0941 avg_opt_mid=0.3573
Physical records : 2338
Gate summary     : NAND=2291 AND=46 INV=1 OTHER=0
phyopt: accepted (map area 1402.88->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n405(id=405 center=405 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.95, delay 45.00->45.00).
phyopt: part=high seed=n419(id=419 center=419 R=5 crit=0.921 pot=0.2196)
phyopt: accepted (map area 1402.88->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n420(id=420 center=420 R=5 crit=0.921 pot=0.2196)
phyopt: accepted (map area 1402.88->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n506(id=506 center=506 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.95, delay 45.00->45.00).
phyopt: part=high seed=n507(id=507 center=507 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n521(id=521 center=521 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n522(id=522 center=522 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n618(id=618 center=618 R=5 crit=0.921 pot=0.2196)
phyopt: accepted (map area 1402.88->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n619(id=619 center=619 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n633(id=633 center=633 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n634(id=634 center=634 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n740(id=740 center=740 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n741(id=741 center=741 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n755(id=755 center=755 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n756(id=756 center=756 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n872(id=872 center=872 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n873(id=873 center=873 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1404.75, delay 45.00->45.00).
phyopt: part=high seed=n887(id=887 center=887 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1405.28, delay 45.00->45.00).
phyopt: part=high seed=n888(id=888 center=888 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n1014(id=1014 center=1014 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n1015(id=1015 center=1015 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n1029(id=1029 center=1029 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n1030(id=1030 center=1030 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.95, delay 45.00->45.00).
phyopt: part=high seed=n1166(id=1166 center=1166 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.95, delay 45.00->45.00).
phyopt: part=high seed=n1167(id=1167 center=1167 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.88->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n1176(id=1176 center=1176 R=5 crit=0.921 pot=0.2196)
phyopt: accepted (map area 1402.88->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n1177(id=1177 center=1177 R=5 crit=0.921 pot=0.2196)
phyopt: accepted (map area 1402.88->1402.62, delay 45.00->45.00).
phyopt: part=high seed=n1323(id=1323 center=1323 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.62->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n1324(id=1324 center=1324 R=5 crit=0.921 pot=0.2196)
phyopt: rejected (map area 1402.62->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n94(id=94 center=94 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1407.14, delay 45.00->45.00).
phyopt: part=high seed=n228(id=228 center=228 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.42, delay 45.00->45.00).
phyopt: part=high seed=n310(id=310 center=310 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1404.21, delay 45.00->45.00).
phyopt: part=high seed=n402(id=402 center=402 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.42, delay 45.00->45.00).
phyopt: part=high seed=n504(id=504 center=504 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n508(id=508 center=508 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.42, delay 45.00->45.00).
phyopt: part=high seed=n616(id=616 center=616 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.42, delay 45.00->45.00).
phyopt: part=high seed=n635(id=635 center=635 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.42, delay 45.00->45.00).
phyopt: part=high seed=n738(id=738 center=738 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n742(id=742 center=742 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n757(id=757 center=757 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.42, delay 45.00->45.00).
phyopt: part=high seed=n870(id=870 center=870 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1404.48, delay 45.00->45.00).
phyopt: part=high seed=n874(id=874 center=874 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.95, delay 45.00->45.00).
phyopt: part=high seed=n889(id=889 center=889 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1404.21, delay 45.00->45.00).
phyopt: part=high seed=n1012(id=1012 center=1012 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n1016(id=1016 center=1016 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1404.75, delay 45.00->45.00).
phyopt: part=high seed=n1031(id=1031 center=1031 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1405.01, delay 45.00->45.00).
phyopt: part=high seed=n1164(id=1164 center=1164 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n1321(id=1321 center=1321 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n1325(id=1325 center=1325 R=5 crit=0.921 pot=0.2164)
phyopt: rejected (map area 1402.62->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n1776(id=1776 center=1776 R=6 crit=1.000 pot=0.2000)
phyopt: accepted (map area 1402.62->1402.62, delay 45.00->45.00).
phyopt: part=high seed=n89(id=89 center=89 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.62->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n90(id=90 center=90 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n114(id=114 center=114 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n115(id=115 center=115 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n151(id=151 center=151 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n152(id=152 center=152 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1406.34, delay 45.00->45.00).
phyopt: part=high seed=n176(id=176 center=176 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n177(id=177 center=177 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n223(id=223 center=223 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n224(id=224 center=224 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n248(id=248 center=248 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n249(id=249 center=249 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n305(id=305 center=305 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n306(id=306 center=306 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1404.21, delay 45.00->45.00).
phyopt: part=high seed=n330(id=330 center=330 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n331(id=331 center=331 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n397(id=397 center=397 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1402.62, delay 45.00->45.00).
phyopt: part=high seed=n398(id=398 center=398 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n422(id=422 center=422 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n423(id=423 center=423 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1405.28, delay 45.00->45.00).
phyopt: part=high seed=n499(id=499 center=499 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n500(id=500 center=500 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1404.21, delay 45.00->45.00).
phyopt: part=high seed=n524(id=524 center=524 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n525(id=525 center=525 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1404.21, delay 45.00->45.00).
phyopt: part=high seed=n611(id=611 center=611 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n612(id=612 center=612 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.95, delay 45.00->45.00).
phyopt: part=high seed=n636(id=636 center=636 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1405.28, delay 45.00->45.00).
phyopt: part=high seed=n637(id=637 center=637 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1404.75, delay 45.00->45.00).
phyopt: part=high seed=n733(id=733 center=733 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n734(id=734 center=734 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n758(id=758 center=758 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n759(id=759 center=759 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n865(id=865 center=865 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n866(id=866 center=866 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n890(id=890 center=890 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n891(id=891 center=891 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n1007(id=1007 center=1007 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1402.88, delay 45.00->45.00).
phyopt: part=high seed=n1008(id=1008 center=1008 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n1032(id=1032 center=1032 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n1033(id=1033 center=1033 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n1159(id=1159 center=1159 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n1160(id=1160 center=1160 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n1179(id=1179 center=1179 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n1180(id=1180 center=1180 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n1316(id=1316 center=1316 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n1317(id=1317 center=1317 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n1326(id=1326 center=1326 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1402.35, delay 45.00->45.00).
phyopt: part=high seed=n1327(id=1327 center=1327 R=5 crit=0.947 pot=0.1985)
phyopt: rejected (map area 1402.09->1402.35, delay 45.00->45.00).
phyopt: part=high seed=n1473(id=1473 center=1473 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n1474(id=1474 center=1474 R=5 crit=0.947 pot=0.1985)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n133(id=133 center=133 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n149(id=149 center=149 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1404.75, delay 45.00->45.00).
phyopt: part=high seed=n198(id=198 center=198 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1406.61, delay 45.00->45.00).
phyopt: part=high seed=n273(id=273 center=273 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1553.44, delay 45.00->45.00).
phyopt: part=high seed=n303(id=303 center=303 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n307(id=307 center=307 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n332(id=332 center=332 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n358(id=358 center=358 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1403.42, delay 45.00->45.00).
phyopt: part=high seed=n395(id=395 center=395 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n399(id=399 center=399 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n424(id=424 center=424 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n453(id=453 center=453 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n497(id=497 center=497 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n501(id=501 center=501 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n526(id=526 center=526 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n558(id=558 center=558 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n609(id=609 center=609 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1405.54, delay 45.00->45.00).
phyopt: part=high seed=n613(id=613 center=613 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1404.21, delay 45.00->45.00).
phyopt: part=high seed=n673(id=673 center=673 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n798(id=798 center=798 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1404.75, delay 45.00->45.00).
phyopt: part=high seed=n863(id=863 center=863 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n933(id=933 center=933 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n1078(id=1078 center=1078 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n1228(id=1228 center=1228 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1402.35, delay 45.00->45.00).
phyopt: part=high seed=n1314(id=1314 center=1314 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1402.35, delay 45.00->45.00).
phyopt: part=high seed=n1378(id=1378 center=1378 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1403.68, delay 45.00->45.00).
phyopt: part=high seed=n1528(id=1528 center=1528 R=5 crit=0.947 pot=0.1953)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n1678(id=1678 center=1678 R=5 crit=0.947 pot=0.1953)
phyopt: rejected (map area 1402.09->1403.15, delay 45.00->45.00).
phyopt: part=high seed=n78(id=78 center=78 R=5 crit=0.956 pot=0.1883)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n82(id=82 center=82 R=5 crit=0.974 pot=0.1775)
phyopt: rejected (map area 1402.09->1402.62, delay 45.00->45.00).
phyopt: part=high seed=n83(id=83 center=83 R=5 crit=0.974 pot=0.1775)
phyopt: rejected (map area 1402.09->1402.62, delay 45.00->45.00).
phyopt: part=high seed=n117(id=117 center=117 R=5 crit=0.974 pot=0.1775)
phyopt: rejected (map area 1402.09->1403.95, delay 45.00->45.00).
phyopt: part=high seed=n118(id=118 center=118 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1402.09->1402.09, delay 45.00->45.00).
phyopt: part=high seed=n144(id=144 center=144 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1402.09->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n145(id=145 center=145 R=5 crit=0.974 pot=0.1775)
phyopt: rejected (map area 1401.55->1405.01, delay 45.00->45.00).
phyopt: part=high seed=n179(id=179 center=179 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n180(id=180 center=180 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n216(id=216 center=216 R=5 crit=0.974 pot=0.1775)
phyopt: rejected (map area 1401.55->1575.52, delay 45.00->45.00).
phyopt: part=high seed=n217(id=217 center=217 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n251(id=251 center=251 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n252(id=252 center=252 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n298(id=298 center=298 R=5 crit=0.974 pot=0.1775)
phyopt: rejected (map area 1401.55->1404.75, delay 45.00->45.00).
phyopt: part=high seed=n299(id=299 center=299 R=5 crit=0.974 pot=0.1775)
phyopt: rejected (map area 1401.55->1404.75, delay 45.00->45.00).
phyopt: part=high seed=n333(id=333 center=333 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n334(id=334 center=334 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n390(id=390 center=390 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n391(id=391 center=391 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n425(id=425 center=425 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n426(id=426 center=426 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n492(id=492 center=492 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
phyopt: part=high seed=n493(id=493 center=493 R=5 crit=0.974 pot=0.1775)
phyopt: accepted (map area 1401.55->1401.55, delay 45.00->45.00).
